📂,file,folder,open,,,,,,
🗂,card,dividers,index,,,,,,
📅,calendar,date,,,,,,,
📆,calendar,tear-off calendar,,,,,,,
🗒,note,pad,spiral notepad,spiral,,,,,
🗓,calendar,pad,spiral,,,,,,
📇,card,index,rolodex,,,,,,
📈,chart,chart increasing,growth,graph,trend,upward,,,
📉,chart,chart decreasing,graph,down,trend,,,,
📊,bar,chart,graph,,,,,,
📋,clipboard,,,,,,,,
📌,pin,pushpin,,,,,,,
📍,pin,pushpin,round pushpin,,,,,,
📎,paperclip,,,,,,,,
🖇,link,linked paperclips,paperclip,,,,,,
📏,ruler,straight edge,straight ruler,,,,,,
📐,ruler,set,triangular ruler,triangle,,,,,
🗃,box,card,file,,,,,,
🗄,cabinet,file,filing,,,,,,
🗑,wastebasket,,,,,,,,
🔒,closed,locked,,,,,,,
🔓,lock,open,unlocked,unlock,,,,,
🔏,ink,lock,nib,locked with pen,pen,privacy,,,
🔐,closed,key,locked with key,lock,secure,,,,
🔑,key,lock,password,,,,,,
🗝,clue,key,old,lock,,,,,
🔨,hammer,tool,,,,,,,
🪓,axe,chop,split,hatchet,wood,,,,
⛏,mining,pick,tool,,,,,,
🛠,hammer,hammer and wrench,tool,spanner,wrench,,,,
🗡,dagger,knife,weapon,,,,,,
🔫,gun,handgun,revolver,pistol,tool,water,weapon,,
🪃,australia,boomerang,repercussion,rebound,,,,,
🏹,archer,arrow,bow and arrow,bow,Sagittarius,zodiac,,,
🛡,shield,weapon,,,,,,,
🪚,carpenter,carpentry saw,saw,lumber,tool,,,,
🔧,spanner,tool,wrench,,,,,,
🪛,screw,screwdriver,tool,,,,,,
🔩,bolt,nut,tool,nut and bolt,,,,,
🗜,clamp,compress,vice,tool,,,,,
🦯,accessibility,blind,white cane,,,,,,
🔗,link,,,,,,,,
⛓,chain,chains,,,,,,,
🪝,catch,crook,ensnare,curve,hook,selling point,,,
🧰,chest,mechanic,toolbox,tool,,,,,
🧲,attraction,horseshoe,magnetic,magnet,,,,,
🪜,climb,ladder,step,rung,,,,,
🧪,chemist,chemistry,lab,experiment,science,test tube,,,
🧫,bacteria,biologist,culture,biology,lab,petri dish,,,
🧬,biologist,dna,gene,evolution,genetics,life,,,
🔬,microscope,science,tool,,,,,,
🔭,science,telescope,tool,,,,,,
📡,antenna,dish,satellite,,,,,,
💉,medicine,needle,sick,shot,syringe,,,,
🩸,bleed,blood donation,injury,drop of blood,medicine,menstruation,,,
💊,doctor,medicine,sick,pill,,,,,
🩹,adhesive bandage,bandage,,,,,,,
🩺,doctor,heart,stethoscope,medicine,,,,,
🚪,door,,,,,,,,
🛗,accessibility,elevator,lift,hoist,,,,,
🪞,mirror,reflection,speculum,reflector,,,,,
🪟,frame,fresh air,transparent,opening,view,window,,,
🛏,bed,hotel,sleep,,,,,,
🛋,couch,couch and lamp,lamp,hotel,,,,,
🪑,chair,seat,sit,,,,,,
🚽,toilet,,,,,,,,
🪠,force cup,plumber,suction,plunger,toilet,,,,
🚿,shower,water,,,,,,,
🛁,bath,bathtub,water,,,,,,
🪤,bait,mouse trap,snare,mousetrap,trap,,,,
🪒,razor,sharp,shave,,,,,,
🧴,lotion,lotion bottle,shampoo,moisturizer,sunscreen,,,,
🧷,diaper,punk rock,safety pin,,,,,,
🧹,broom,cleaning,witch,sweeping,,,,,
🧺,basket,farming,picnic,laundry,,,,,
🧻,paper towels,roll of paper,toilet paper,,,,,,
🪣,bucket,cask,vat,pail,,,,,
🧼,bar,bathing,lather,cleaning,soap,soapdish,,,
🪥,bathroom,brush,dental,clean,hygiene,teeth,toothbrush,,
🧽,absorbing,cleaning,sponge,porous,,,,,
🧯,extinguish,fire,quench,fire extinguisher,,,,,
🛒,cart,shopping,trolley,,,,,,
🚬,cigarette,smoking,,,,,,,
🪦,cemetery,grave,headstone,graveyard,tombstone,,,,
🗿,face,moai,statue,moyai,,,,,
🪧,demonstration,picket,protest,placard,sign,,,,
🏧,atm,ATM sign,bank,automated,teller,,,,
🚮,litter,litter bin,litter in bin sign,,,,,,
🚰,drinking,potable,water,,,,,,
♿,access,wheelchair symbol,,,,,,,
🚹,lavatory,man,restroom,men’s room,wc,,,,
🚺,lavatory,restroom,woman,wc,women’s room,,,,
🚻,lavatory,restroom,WC,,,,,,
🚼,baby,baby symbol,changing,,,,,,
🚾,closet,lavatory,water,restroom,wc,,,,
🛂,control,passport,,,,,,,
🛃,customs,,,,,,,,
🛄,baggage,claim,,,,,,,
🛅,baggage,left luggage,luggage,locker,,,,,
🚸,child,children crossing,pedestrian,crossing,traffic,,,,
⛔,entry,forbidden,not,no,prohibited,traffic,,,
🚫,entry,forbidden,not,no,prohibited,,,,
🚳,bicycle,bike,no,forbidden,no bicycles,prohibited,,,
🚭,forbidden,no,prohibited,not,smoking,,,,
🚯,forbidden,litter,no littering,no,not,prohibited,,,
🚱,non-drinking,non-potable,water,,,,,,
🚷,forbidden,no,not,no pedestrians,pedestrian,prohibited,,,
📵,cell,forbidden,no,mobile,no mobile phones,phone,,,
🔞,18,age restriction,no one under eighteen,eighteen,prohibited,underage,,,
🔃,arrow,clockwise,reload,clockwise vertical arrows,,,,,
🔄,anticlockwise,arrow,counterclockwise arrows button,counterclockwise,withershins,,,,
🔙,arrow,back,BACK arrow,,,,,,
🔚,arrow,end,END arrow,,,,,,
🔛,arrow,mark,ON! arrow,on,,,,,
🔜,arrow,soon,SOON arrow,,,,,,
🔝,arrow,top,up,TOP arrow,,,,,
🛐,place of worship,religion,worship,pray,,,,,
🕉,Hindu,om,religion,,,,,,
🕎,candelabrum,candlestick,religion,menorah,,,,,
🔯,dotted six-pointed star,fortune,star,,,,,,
♈,Aries,ram,zodiac,,,,,,
♉,bull,ox,zodiac,Taurus,,,,,
♊,Gemini,twins,zodiac,,,,,,
♋,Cancer,crab,zodiac,,,,,,
♌,Leo,lion,zodiac,,,,,,
♍,Virgo,zodiac,,,,,,,
♎,balance,justice,scales,Libra,zodiac,,,,
♏,Scorpio,scorpion,zodiac,scorpius,,,,,
♐,archer,Sagittarius,zodiac,,,,,,
♑,Capricorn,goat,zodiac,,,,,,
♒,Aquarius,bearer,zodiac,water,,,,,
♓,fish,Pisces,zodiac,,,,,,
⛎,bearer,Ophiuchus,snake,serpent,zodiac,,,,
🔀,arrow,crossed,shuffle tracks button,,,,,,
🔁,arrow,clockwise,repeat button,repeat,,,,,
🔂,arrow,clockwise,repeat single button,once,,,,,
⏩,arrow,double,fast-forward button,fast,forward,,,,
⏭,arrow,next scene,next track button,next track,triangle,,,,
⏯,arrow,pause,play or pause button,play,right,triangle,,,
⏪,arrow,double,rewind,fast reverse button,,,,,
⏮,arrow,last track button,previous track,previous scene,triangle,,,,
🔼,arrow,button,upwards button,red,,,,,
⏫,arrow,double,fast up button,,,,,,
🔽,arrow,button,downwards button,down,red,,,,
⏬,arrow,double,fast down button,down,,,,,
⏸,bar,double,pause button,pause,vertical,,,,
⏹,square,stop,stop button,,,,,,
⏺,circle,record,record button,,,,,,
🎦,camera,cinema,movie,film,,,,,
🔅,brightness,dim,low,dim button,,,,,
🔆,bright,bright button,brightness,,,,,,
📶,antenna,antenna bars,cell,bar,mobile,phone,,,
📳,cell,mobile,phone,mode,telephone,vibration,,,
📴,cell,mobile,phone,off,telephone,,,,
⚧,transgender,transgender symbol,,,,,,,
➕,+,math,sign,plus,,,,,
➖,-,−,minus,math,sign,,,,
➗,÷,divide,math,division,sign,,,,
❓,?,mark,question,punctuation,red question mark,,,,
❔,?,mark,punctuation,outlined,question,white question mark,,,
❕,!,exclamation,outlined,mark,punctuation,white exclamation mark,,,
❗,!,exclamation,punctuation,mark,red exclamation mark,,,,
🔱,anchor,emblem,tool,ship,trident,,,,
📛,badge,name,,,,,,,
🔰,beginner,chevron,Japanese symbol for beginner,Japanese,leaf,,,,
⭕,circle,hollow red circle,o,large,red,mark,,,
✅,✓,button,mark,check,yes,,,,
✔,✓,check,mark,yes,,,,,
❌,×,cancel,mark,cross,multiplication,multiply,x,no,
❎,×,cross mark button,square,mark,x,no,,,
➰,curl,curly loop,loop,,,,,,
🔠,ABCD,input,letters,latin,uppercase,,,,
🔡,abcd,input,letters,latin,lowercase,,,,
🔢,1234,input,numbers,,,,,,
🔣,〒♪&amp;%,input,input symbols,,,,,,
🔤,abc,alphabet,latin,input,letters,,,,
🆎,ab,AB button (blood type),blood type,,,,,,
🆑,cl,CL button,,,,,,,
🆒,cool,COOL button,,,,,,,
🆓,free,FREE button,,,,,,,
🆔,id,ID button,identity,,,,,,
🆕,new,NEW button,,,,,,,
🆖,ng,NG button,,,,,,,
🆗,OK,OK button,,,,,,,
🆘,help,sos,SOS button,,,,,,
🆙,mark,up,UP! button,,,,,,
🆚,versus,vs,VS button,,,,,,
🈁,“here”,Japanese,katakana,Japanese “here” button,ココ,,,,
🈶,“not free of charge”,ideograph,Japanese “not free of charge” button,Japanese,有,,,,
🈯,“reserved”,ideograph,Japanese “reserved” button,Japanese,指,,,,
🉐,“bargain”,ideograph,Japanese “bargain” button,Japanese,得,,,,
🈹,“discount”,ideograph,Japanese “discount” button,Japanese,割,,,,
🈚,“free of charge”,ideograph,Japanese “free of charge” button,Japanese,無,,,,
🈲,“prohibited”,ideograph,Japanese “prohibited” button,Japanese,禁,,,,
🉑,“acceptable”,ideograph,Japanese “acceptable” button,Japanese,可,,,,
🈸,“application”,ideograph,Japanese “application” button,Japanese,申,,,,
🈴,“passing grade”,ideograph,Japanese “passing grade” button,Japanese,合,,,,
🈳,“vacancy”,ideograph,Japanese “vacancy” button,Japanese,空,,,,
🈺,“open for business”,ideograph,Japanese “open for business” button,Japanese,営,,,,
🈵,“no vacancy”,ideograph,Japanese “no vacancy” button,Japanese,満,,,,
🔴,circle,geometric,red,,,,,,
🟠,circle,orange,,,,,,,
🟡,circle,yellow,,,,,,,
🟢,circle,green,,,,,,,
🔵,blue,circle,geometric,,,,,,
🟣,circle,purple,,,,,,,
🟤,brown,circle,,,,,,,
⚫,black circle,circle,geometric,,,,,,
⚪,circle,geometric,white circle,,,,,,
🟥,red,square,,,,,,,
🟧,orange,square,,,,,,,
🟨,square,yellow,,,,,,,
🟩,green,square,,,,,,,
🟦,blue,square,,,,,,,
🟪,purple,square,,,,,,,
🟫,brown,square,,,,,,,
⬛,black large square,geometric,square,,,,,,
⬜,geometric,square,white large square,,,,,,
◾,black medium-small square,geometric,square,,,,,,
◽,geometric,square,white medium-small square,,,,,,
🔶,diamond,geometric,orange,large orange diamond,,,,,
🔷,blue,diamond,large blue diamond,geometric,,,,,
🔸,diamond,geometric,small orange diamond,orange,,,,,
🔹,blue,diamond,small blue diamond,geometric,,,,,
🔺,geometric,red,red triangle pointed up,,,,,,
🔻,down,geometric,red triangle pointed down,red,,,,,
💠,comic,diamond,geometric,diamond with a dot,inside,,,,
🔳,button,geometric,square,outlined,white square button,,,,
🏁,checkered,chequered,racing,chequered flag,,,,,
🚩,post,triangular flag,,,,,,,
🎌,celebration,cross,crossed flags,crossed,Japanese,,,,
🏴,black flag,waving,,,,,,,
🏳,waving,white flag,,,,,,,
🏳‍🌈,pride,rainbow,rainbow flag,,,,,,
🏳‍⚧,flag,light blue,transgender,pink,white,,,,
🏴‍☠,Jolly Roger,pirate,plunder,pirate flag,treasure,,,,
#️⃣,keycap,pound,hash,,,,,,
*️⃣,keycap,asterisk,,,,,,,
0️⃣,keycap,0,zero,,,,,,
1️⃣,keycap,1,one,,,,,,
2️⃣,keycap,2,two,,,,,,
3️⃣,keycap,3,three,,,,,,
4️⃣,keycap,4,four,,,,,,
5️⃣,keycap,5,five,,,,,,
6️⃣,keycap,6,six,,,,,,
7️⃣,keycap,7,seven,,,,,,
8️⃣,keycap,8,eight,,,,,,
9️⃣,keycap,9,nine,,,,,,
🔟,keycap,10,ten,,,,,,
